dataset,file,unit,variable,variable_group,r_class,non_missing_n,missing_n,unique_n,description
mun_industry_structure,mun_industry_structure.csv,lgcode,share_finance_prof_info,industry_structure,numeric,754,0,691,Share of active firms in the municipality belonging to the industry group shown in the variable name.
mun_industry_structure,mun_industry_structure.csv,lgcode,share_hospitality,industry_structure,numeric,754,0,733,Share of active firms in the municipality belonging to the industry group shown in the variable name.
mun_industry_structure,mun_industry_structure.csv,lgcode,share_manufacturing,industry_structure,numeric,754,0,726,Share of active firms in the municipality belonging to the industry group shown in the variable name.
mun_industry_structure,mun_industry_structure.csv,lgcode,share_modern_proxy,industry_structure,numeric,754,0,743,Share of firms in manufacturing plus finance/professional/information services. A simple proxy for modern-sector activity.
mun_industry_structure,mun_industry_structure.csv,lgcode,share_other_services,industry_structure,numeric,754,0,732,Share of active firms in the municipality belonging to the industry group shown in the variable name.
mun_industry_structure,mun_industry_structure.csv,lgcode,share_services_total,industry_structure,numeric,754,0,749,"Share of firms in transport, hospitality, finance/professional/information, social services, and other services."
mun_industry_structure,mun_industry_structure.csv,lgcode,share_social_services,industry_structure,numeric,754,0,741,Share of active firms in the municipality belonging to the industry group shown in the variable name.
mun_industry_structure,mun_industry_structure.csv,lgcode,share_trade_retail,industry_structure,numeric,754,0,747,Share of active firms in the municipality belonging to the industry group shown in the variable name.
mun_industry_structure,mun_industry_structure.csv,lgcode,share_transport,industry_structure,numeric,754,0,586,Share of active firms in the municipality belonging to the industry group shown in the variable name.
mun_industry_structure,mun_industry_structure.csv,lgcode,share_utilities_mining,industry_structure,numeric,754,0,524,Share of active firms in the municipality belonging to the industry group shown in the variable name.
mun_industry_structure,mun_industry_structure.csv,lgcode,n_firms,other,integer,754,0,597,Total number of active firms observed in NEC 2018 in the municipality.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,lgcode,identifier,character,754,0,754,Municipality/local-government code. This is the key for merging all compact NEC outputs.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,share_positive_capital,industry_structure,numeric,754,0,699,Share of active firms with positive capital.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,share_positive_revenue,industry_structure,numeric,754,0,710,Share of active firms with positive annual revenue.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,n_firms,other,integer,754,0,597,Total number of active firms observed in NEC 2018 in the municipality.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,cap_fixed_total,productivity_profitability_investment,numeric,754,0,754,"Total fixed capital across active firms in the municipality, where available."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,cap_total,productivity_profitability_investment,numeric,754,0,754,Total capital across active firms in the municipality.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,capital_intensity_aggregate,productivity_profitability_investment,numeric,754,0,754,Aggregate capital divided by aggregate employment.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,exp_total,productivity_profitability_investment,numeric,754,0,754,Total annual expenses across active firms in the municipality.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,log_cap_total,productivity_profitability_investment,numeric,754,0,754,log(1 + total capital).
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,log_exp_total,productivity_profitability_investment,numeric,754,0,754,log(1 + total annual expenses).
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,log_profit_proxy_total,productivity_profitability_investment,numeric,754,0,676,"log(1 + total profit proxy), with negative values truncated to zero before log because log1p_safe uses pmax(x, 0)."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,log_rev_total,productivity_profitability_investment,numeric,754,0,754,log(1 + total annual revenue).
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,log_value_added_total,productivity_profitability_investment,numeric,754,0,676,"log(1 + total value added), with negative values truncated to zero before log because log1p_safe uses pmax(x, 0)."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,mean_capital_per_worker,productivity_profitability_investment,numeric,754,0,754,"Mean firm-level capital per worker in the municipality, using firms with positive employment and positive capital."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,mean_profit_margin,productivity_profitability_investment,numeric,754,0,754,"Mean firm-level profit proxy divided by annual revenue, using firms with positive revenue."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,mean_profit_per_worker,productivity_profitability_investment,numeric,754,0,754,"Mean firm-level profit proxy per worker in the municipality, using firms with positive employment."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,mean_rev_per_worker,productivity_profitability_investment,numeric,754,0,754,"Mean firm-level annual revenue per worker in the municipality, using firms with positive employment."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,mean_revenue_per_capital,productivity_profitability_investment,numeric,754,0,754,"Mean firm-level revenue-to-capital ratio in the municipality, using firms with positive capital."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,mean_value_added_per_worker,productivity_profitability_investment,numeric,754,0,754,"Mean firm-level value added per worker in the municipality, using firms with positive employment."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,median_capital_per_worker,productivity_profitability_investment,numeric,754,0,196,"Median firm-level capital per worker in the municipality, using firms with positive employment and positive capital."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,median_profit_margin,productivity_profitability_investment,numeric,754,0,156,"Median firm-level profit proxy divided by annual revenue, using firms with positive revenue."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,median_profit_per_worker,productivity_profitability_investment,numeric,754,0,141,"Median firm-level profit proxy per worker in the municipality, using firms with positive employment."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,median_rev_per_worker,productivity_profitability_investment,numeric,754,0,167,"Median firm-level annual revenue per worker in the municipality, using firms with positive employment."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,median_revenue_per_capital,productivity_profitability_investment,numeric,754,0,328,"Median firm-level revenue-to-capital ratio in the municipality, using firms with positive capital."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,median_value_added_per_worker,productivity_profitability_investment,numeric,754,0,141,"Median firm-level value added per worker in the municipality, using firms with positive employment."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,p90_rev_per_worker,productivity_profitability_investment,numeric,754,0,282,"90th percentile of firm-level annual revenue per worker in the municipality, using firms with positive employment."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,profit_proxy_total,productivity_profitability_investment,numeric,754,0,754,"Total profit proxy. In this script it is set equal to value_added, so interpret cautiously as an operating surplus/value-added proxy, not accounting profit."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,rev_total,productivity_profitability_investment,numeric,754,0,754,Total annual revenue across active firms in the municipality.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,value_added_share_of_revenue,productivity_profitability_investment,numeric,754,0,754,Aggregate value added divided by aggregate annual revenue.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,value_added_total,productivity_profitability_investment,numeric,754,0,754,"Total value added proxy: annual revenue minus annual expenses, aggregated across active firms."
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,wage_bill_total,productivity_profitability_investment,numeric,754,0,754,Total annual salary/wage bill across active firms in the municipality.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,wage_share_of_revenue,productivity_profitability_investment,numeric,754,0,754,Aggregate wage bill divided by aggregate annual revenue.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,emp_total,size_formality,numeric,754,0,700,Total employment across active firms in the municipality.
mun_productivity_profitability,mun_productivity_profitability.csv,lgcode,log_emp_total,size_formality,numeric,754,0,700,log(1 + total employment).
mun_size_formality,mun_size_formality.csv,lgcode,lgcode,identifier,character,754,0,754,Municipality/local-government code. This is the key for merging all compact NEC outputs.
mun_size_formality,mun_size_formality.csv,lgcode,n_firms_size_10_50_workers,industry_structure,integer,754,0,146,Number of active firms with 10 to 50 workers.
mun_size_formality,mun_size_formality.csv,lgcode,n_firms_size_1_worker,industry_structure,integer,754,0,491,Number of active firms with exactly 1 worker.
mun_size_formality,mun_size_formality.csv,lgcode,n_firms_size_2_9_workers,industry_structure,integer,754,0,530,Number of active firms with 2 to 9 workers.
mun_size_formality,mun_size_formality.csv,lgcode,n_firms_size_51plus_workers,industry_structure,integer,754,0,48,Number of active firms with 51 or more workers.
mun_size_formality,mun_size_formality.csv,lgcode,share_borrowed,industry_structure,numeric,754,0,743,"Share of active firms reporting borrowing/loan use, where available in the firm-level data."
mun_size_formality,mun_size_formality.csv,lgcode,share_female_led,industry_structure,numeric,753,1,746,"Share of active firms classified as female-led, where available in the firm-level data."
mun_size_formality,mun_size_formality.csv,lgcode,share_has_foreign_capital,industry_structure,numeric,753,1,376,"Share of active firms with foreign capital, where available in the firm-level data."
mun_size_formality,mun_size_formality.csv,lgcode,share_keeps_accounts,industry_structure,numeric,754,0,741,Share of active firms that keep accounts.
mun_size_formality,mun_size_formality.csv,lgcode,share_operates_year_round,industry_structure,numeric,754,0,492,Share of active firms that operate year-round.
mun_size_formality,mun_size_formality.csv,lgcode,share_registered,industry_structure,numeric,754,0,746,Share of active firms that are registered.
mun_size_formality,mun_size_formality.csv,lgcode,share_size_10_50_workers,industry_structure,numeric,754,0,713,Share of active firms with 10 to 50 workers.
mun_size_formality,mun_size_formality.csv,lgcode,share_size_1_worker,industry_structure,numeric,754,0,746,Share of active firms with exactly 1 worker.
mun_size_formality,mun_size_formality.csv,lgcode,share_size_2_9_workers,industry_structure,numeric,754,0,747,Share of active firms with 2 to 9 workers.
mun_size_formality,mun_size_formality.csv,lgcode,share_size_51plus_workers,industry_structure,numeric,754,0,334,Share of active firms with 51 or more workers.
mun_size_formality,mun_size_formality.csv,lgcode,share_tax_registered,industry_structure,numeric,754,0,728,Share of active firms that are tax registered.
mun_size_formality,mun_size_formality.csv,lgcode,share_uses_formal_credit,industry_structure,numeric,754,0,733,"Share of active firms using formal credit, where available in the firm-level data."
mun_size_formality,mun_size_formality.csv,lgcode,log_n_firms,other,numeric,754,0,597,log(1 + total number of active firms).
mun_size_formality,mun_size_formality.csv,lgcode,n_firms,other,integer,754,0,597,Total number of active firms observed in NEC 2018 in the municipality.
mun_size_formality,mun_size_formality.csv,lgcode,emp_total,size_formality,numeric,754,0,700,Total employment across active firms in the municipality.
mun_size_formality,mun_size_formality.csv,lgcode,formality_index,size_formality,numeric,754,0,754,"Simple average of share_registered, share_tax_registered, share_keeps_accounts, and share_operates_year_round, ignoring missing components."
mun_size_formality,mun_size_formality.csv,lgcode,log_emp_total,size_formality,numeric,754,0,700,log(1 + total employment).
mun_size_formality,mun_size_formality.csv,lgcode,mean_emp_per_firm,size_formality,numeric,754,0,753,"Mean number of employees per active firm, using positive employment values."
mun_size_formality,mun_size_formality.csv,lgcode,median_emp_per_firm,size_formality,numeric,754,0,5,"Median number of employees per active firm, using positive employment values."
mun_size_formality,mun_size_formality.csv,lgcode,p90_emp_per_firm,size_formality,numeric,754,0,63,"90th percentile of employees per active firm, using positive employment values."
