dataset,outcome,group,spec,threshold,beta,stars,mean_y,beta_pp,pct_of_mean,se,pval,n,n_unit,n_muni,n_years,sd_y,r2_within,err,grid_c_mig,grid_c_fx,grid_block_set,grid_treatment
hh,revenue_12m,Enterprise,tx_log_int_nocmig_cfx_blk_none,0,-15646.1068958505,"",83900.289080728,-1564610.68958505,-18.6484540962619,18083.2958630849,0.387656384641082,16955,5906,281,3,544227.332667215,0.00014873842093599,,FALSE,TRUE,none,log_int
hh,expenses_12m,Enterprise,tx_log_int_nocmig_cfx_blk_none,0,-10038.2900609513,"",58688.6353243117,-1003829.00609513,-17.1043167139259,16887.6253233731,0.552713287274825,16955,5906,281,3,487559.101047203,0.000252029027384859,,FALSE,TRUE,none,log_int
hh,profit_12m,Enterprise,tx_log_int_nocmig_cfx_blk_none,0,-5607.81683489968,"",25211.6537564162,-560781.683489968,-22.242955139238,15923.7469634969,0.724977998642053,16955,5906,281,3,327502.084266177,0.000213532495554558,,FALSE,TRUE,none,log_int
hh,capex_12m,Enterprise,tx_log_int_nocmig_cfx_blk_none,0,14134.1518241802,"",19585.0859776015,1413415.18241802,72.167933499729,10244.767594136,0.168796453877251,16955,5906,281,3,196725.090690831,0.000192265700194816,,FALSE,TRUE,none,log_int
hh,sector_manufacturing,Enterprise,tx_log_int_nocmig_cfx_blk_none,0,-0.00147923008810351,"",0.0123075128324778,-0.147923008810351,-12.0189197300694,0.0057693792886791,0.797835453156696,16955,5906,281,3,0.110257639448074,8.81745839658166e-05,,FALSE,TRUE,none,log_int
hh,sector_services,Enterprise,tx_log_int_nocmig_cfx_blk_none,0,-0.000394933656870391,"",0.0038497433504433,-0.0394933656870391,-10.2587009293727,0.00283770412111221,0.889412973169093,16955,5906,281,3,0.0619285598778656,5.92495659086367e-05,,FALSE,TRUE,none,log_int
hh,sector_trade,Enterprise,tx_log_int_nocmig_cfx_blk_none,0,-0.0114688780720272,"",0.0508049463369109,-1.14688780720272,-22.5743336012439,0.0130265523957199,0.379385175677695,16955,5906,281,3,0.219605593727464,0.000574328963453552,,FALSE,TRUE,none,log_int
hh,sector_hotels,Enterprise,tx_log_int_nocmig_cfx_blk_none,0,0.00204170533381136,"",0.0081661222585161,0.204170533381136,25.0021401734728,0.00401866140617435,0.611814022845182,16955,5906,281,3,0.0899994953818023,5.08839565136476e-05,,FALSE,TRUE,none,log_int
hh,sector_transport,Enterprise,tx_log_int_nocmig_cfx_blk_none,0,0.000284540765173894,"",0.00437470835277648,0.0284540765173894,6.50422250418832,0.00282339360794664,0.919797465002043,16955,5906,281,3,0.0659986693231033,6.1181599162019e-05,,FALSE,TRUE,none,log_int
hh,has_migrant,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,,"",1,,,,,8268,3294,281,3,0,,degenerate,FALSE,TRUE,none,log_int
hh,has_migrant_internal,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,-0.0305395003860403,"",0.366594097726173,-3.05395003860403,-8.33060340454573,0.0247247929175151,0.217799984343478,7899,3294,281,3,0.481903468717758,0.00224328708939014,,FALSE,TRUE,none,log_int
hh,has_migrant_international,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,0.0513912276271263,**,0.668238993710692,5.13912276271263,7.69054606372995,0.0223153458415034,0.022014518554407,7899,3294,281,3,0.470874142351195,0.0011267924352204,,FALSE,TRUE,none,log_int
hh,has_only_internal,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,-0.0286200235017059,*,0.261248185776488,-2.86200235017059,-10.9551089959307,0.0172999334784317,0.0991783649305947,7899,3294,281,3,0.439341458030103,0.00293141298983335,,FALSE,TRUE,none,log_int
hh,has_only_international,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,0.0533107045114615,**,0.562893081761006,5.33107045114615,9.47084024281831,0.0268359099619349,0.0479476373354441,7899,3294,281,3,0.496058688573527,0.0012060296176577,,FALSE,TRUE,none,log_int
hh,has_both_internal_and_international,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,-0.00191947688433496,"",0.105345911949686,-0.191947688433496,-1.82207059468214,0.0153040855641016,0.900279069659257,7899,3294,281,3,0.307017184065417,2.40000905100679e-05,,FALSE,TRUE,none,log_int
hh,n_migrants_total,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,-0.0544599305506427,"",1.66509433962264,-5.44599305506427,-3.27068138151169,0.0408611570384927,0.183679504576745,7899,3294,281,3,1.21029644898489,0.000404048495920462,,FALSE,TRUE,none,log_int
hh,n_migrants_male,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,-0.000540409585812391,"",1.21686018384132,-0.0540409585812391,-0.0444101625633322,0.0297709283175149,0.985530316514495,7899,3294,281,3,0.800853065977559,0.000385121036232006,,FALSE,TRUE,none,log_int
hh,n_migrants_female,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,-0.0074144768276348,"",0.314707305273343,-0.74144768276348,-2.35599133016466,0.024495126937668,0.762349406883229,7899,3294,281,3,0.719119018674297,0.000208794466751261,,FALSE,TRUE,none,log_int
hh,share_male_migrants,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,0.0279826019686839,"",0.794064261009109,2.79826019686839,3.5239719683547,0.0177530776465708,0.116106241041835,7899,3294,281,3,0.344135063104623,0.00207951670740847,,FALSE,TRUE,none,log_int
hh,share_long_term_migrants,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,0.0330689048322022,"",0.410452865499722,3.30689048322022,8.0566875302335,0.0463666700296774,0.476315505118866,7014,3294,281,3,0.460831817796437,0.00160911202104197,,FALSE,TRUE,none,log_int
hh,mig_reason_work,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,0.0531906389950714,**,0.793783260764393,5.31906389950714,6.70090207544188,0.0242869543464634,0.0293424991390974,7899,3294,281,3,0.404612402522144,0.00180794801225381,,FALSE,TRUE,none,log_int
hh,mig_reason_education,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,-0.0190430474480599,"",0.205128205128205,-1.90430474480599,-9.2834856309292,0.0148500894211354,0.200779699927154,7899,3294,281,3,0.403819696968435,0.000263378248749335,,FALSE,TRUE,none,log_int
hh,mig_reason_marriage_family,Migration — HH,tx_log_int_nocmig_cfx_blk_none,0,-0.027192617031724,"",0.0991775520077407,-2.7192617031724,-27.4181167827188,0.018835363395367,0.149941250808222,7899,3294,281,3,0.29891833696335,0.000919351116648648,,FALSE,TRUE,none,log_int
hh,any_shock,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,,"",1,,,,,7525,5033,281,3,0,,degenerate,FALSE,TRUE,none,log_int
hh,n_shocks,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,-0.436143850811777,*,1.49102990033223,-43.6143850811777,-29.2511807251214,0.237377014880088,0.0672999114808959,4590,5033,281,3,0.95670807460528,0.0130355067947433,,FALSE,TRUE,none,log_int
hh,total_loss_rs,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,47044.8777796867,"",90146.2346843854,4704487.77796867,52.187290954966,34763.6680929962,0.177142517664997,4590,5033,281,3,236729.843873869,0.00289976630683908,,FALSE,TRUE,none,log_int
hh,health_shock_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,0.10962797607694,*,0.409036544850498,10.962797607694,26.801511370337,0.0602044750480734,0.0697672363066777,4590,5033,281,3,0.491688699388764,0.00883157878191387,,FALSE,TRUE,none,log_int
hh,death_shock_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,0.039836039660697,**,0.0465116279069768,3.9836039660697,85.6474852704985,0.0188945699285082,0.0359591413241423,4590,5033,281,3,0.210604346158906,0.00181757791823578,,FALSE,TRUE,none,log_int
hh,natural_disaster_shock_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,-0.384034285817309,***,0.407707641196013,-38.4034285817309,-94.1935463094933,0.139346454180425,0.00626596081243198,4590,5033,281,3,0.491440958222597,0.0672727516262097,,FALSE,TRUE,none,log_int
hh,agricultural_shock_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,0.0593829303097537,"",0.172093023255814,5.93829303097537,34.5062973421542,0.0663993952633635,0.371972804564628,4590,5033,281,3,0.377486358616419,0.0120992146565383,,FALSE,TRUE,none,log_int
hh,economic_shock_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,-0.124156122683213,**,0.251960132890365,-12.4156122683213,-49.276098269577,0.0552446097542649,0.0254540210771051,4590,5033,281,3,0.434167334477696,0.00813445247038736,,FALSE,TRUE,none,log_int
hh,any_coping_reported,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,-0.152039382540118,**,0.413953488372093,-15.2039382540118,-36.7286148832868,0.0626749352558337,0.0159540203846772,4590,5033,281,3,0.492573081676471,0.00779204170858883,,FALSE,TRUE,none,log_int
hh,cope_savings_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,-0.113060968750494,***,0.135415282392027,-11.3060968750494,-83.4920304070137,0.0421131733793769,0.00772622703899865,4590,5033,281,3,0.342189339826077,0.00511304496973175,,FALSE,TRUE,none,log_int
hh,cope_borrow_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,-0.0786907397475643,**,0.13421926910299,-7.86907397475643,-58.6284966931111,0.0316623952207361,0.0135732845830722,4590,5033,281,3,0.340910400852805,0.0052542128116535,,FALSE,TRUE,none,log_int
hh,cope_sell_assets_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,-0.120783416449203,**,0.158405315614618,-12.0783416449203,-76.2495980520346,0.0522269328587717,0.0215222598972067,4590,5033,281,3,0.365144889019492,0.0055794433406916,,FALSE,TRUE,none,log_int
hh,cope_migration_remittance_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,-0.0582351621598906,**,0.066843853820598,-5.82351621598906,-87.1211918992399,0.0278151815334831,0.0372602330673846,4590,5033,281,3,0.249767978863016,0.00284422907637993,,FALSE,TRUE,none,log_int
hh,cope_public_private_aid_any,Shocks & coping,tx_log_int_nocmig_cfx_blk_none,0,-0.00529308773324904,"",0.143521594684385,-0.529308773324904,-3.68800788821287,0.0397538529961799,0.894180486723484,4590,5033,281,3,0.350627272208816,0.00772016183375668,,FALSE,TRUE,none,log_int
hh,public_support_any,Social protection,tx_log_int_nocmig_cfx_blk_none,0,0.0149781744731013,"",0.363159122725152,1.49781744731013,4.12441090855844,0.022248365830564,0.501358914739643,16955,5906,281,3,0.480924178235052,0.000989731261955895,,FALSE,TRUE,none,log_int
hh,public_support_amt,Social protection,tx_log_int_nocmig_cfx_blk_none,0,1202.82017728183,"",5518.20008749417,120282.017728183,21.7973280818099,1836.1566670829,0.512957317825404,16955,5906,281,3,23418.7156451488,0.00426063398761622,,FALSE,TRUE,none,log_int
hh,public_cash_any,Social protection,tx_log_int_nocmig_cfx_blk_none,0,0.00555620279468593,"",0.345018665422305,0.555620279468593,1.6104064363837,0.0198977886665607,0.780268938384505,16955,5906,281,3,0.475388228751174,0.000768857186506544,,FALSE,TRUE,none,log_int
hh,public_cash_amt,Social protection,tx_log_int_nocmig_cfx_blk_none,0,1173.90732312751,"",5443.05237984134,117390.732312751,21.5670774632841,1852.87425599201,0.526885074486529,16955,5906,281,3,23302.262228273,0.00433988809801067,,FALSE,TRUE,none,log_int
hh,demographic_cash_any,Social protection,tx_log_int_nocmig_cfx_blk_none,0,0.0199902771543161,"",0.263474101726552,1.99902771543161,7.58718865471761,0.0131709911815734,0.130205563442853,16955,5906,281,3,0.440530157033251,0.000475763393941731,,FALSE,TRUE,none,log_int
hh,disaster_cash_any,Social protection,tx_log_int_nocmig_cfx_blk_none,0,-0.0194057659397299,"",0.10965935604293,-1.94057659397299,-17.6964069824856,0.0143907047635837,0.178589563266582,16955,5906,281,3,0.312473802029841,0.000697154301293912,,FALSE,TRUE,none,log_int
hh,public_inkind_any,Social protection,tx_log_int_nocmig_cfx_blk_none,0,0.013042431493291,"",0.0300396640223985,1.3042431493291,43.4173680623264,0.0125532358036348,0.299715180634982,16955,5906,281,3,0.170701441905084,0.00129869173748642,,FALSE,TRUE,none,log_int
hh,public_work_any,Social protection,tx_log_int_nocmig_cfx_blk_none,0,-0.00129997284752159,"",0.00874941670555296,-0.129997284752159,-14.8578229986067,0.00959425028470132,0.892317880942358,16955,5906,281,3,0.0931309310902686,0.00161673620214409,,FALSE,TRUE,none,log_int
hh,private_support_any,Social protection,tx_log_int_nocmig_cfx_blk_none,0,-0.0926336551390906,***,0.109192720485301,-9.26336551390906,-84.8350098132783,0.0325641823193535,0.00477405268332973,16955,5906,281,3,0.311889955425204,0.00454132296469167,,FALSE,TRUE,none,log_int
hh,ngo_support_any,Social protection,tx_log_int_nocmig_cfx_blk_none,0,-0.00555436485059971,"",0.042230517965469,-0.555436485059971,-13.1524904694311,0.0122103232947493,0.649540224558954,16955,5906,281,3,0.201120512908105,0.00661303799386281,,FALSE,TRUE,none,log_int
hh,remittance_any,Social protection,tx_log_int_nocmig_cfx_blk_none,0,0.0375523419953646,"",0.689629024731685,3.75523419953646,5.44529604303926,0.037148053592049,0.312945100694642,16955,5906,281,3,0.462658965751795,0.00161291091979332,,FALSE,TRUE,none,log_int
