"lgcode","country","mun_mig_pop_2001","mun_pop_2001","mun_mig_share_2001"
30609,"France",6,40835,0.000146932778253949
30609,"Germany",6,40835,0.000146932778253949
30609,"Hong Kong SAR China",4,40835,0.0000979551855026325
30609,"Japan",14,40835,0.000342843149259214
30609,"Kuwait",17,40835,0.000416309538386188
30609,"Malaysia",7,40835,0.000171421574629607
30609,"Others",23,40835,0.000563242316640137
30609,"Pakistan",4,40835,0.0000979551855026325
30609,"Qatar",37,40835,0.000906085465899351
30609,"Russia",1,40835,0.0000244887963756581
30609,"Saudi Arabia",86,40835,0.0021060364883066
30609,"Singapore",3,40835,0.0000734663891269744
30609,"Sri Lanka",3,40835,0.0000734663891269744
30609,"United Arab Emirates",107,40835,0.00262030121219542
30609,"United Kingdom",41,40835,0.00100404065140198
30609,"United States",51,40835,0.00124892861515856
30610,"Australia",7,55032,0.000127198720744294
30610,"Bahrain",2,55032,0.0000363424916412269
30610,"Bangladesh",2,55032,0.0000363424916412269
30610,"Bhutan",1,55032,0.0000181712458206135
30610,"China",6,55032,0.000109027474923681
30610,"France",2,55032,0.0000363424916412269
30610,"Germany",13,55032,0.000236226195667975
30610,"Hong Kong SAR China",10,55032,0.000181712458206135
30610,"Japan",9,55032,0.000163541212385521
30610,"Kuwait",4,55032,0.0000726849832824538
30610,"Malaysia",6,55032,0.000109027474923681
30610,"Maldives",1,55032,0.0000181712458206135
30610,"Others",31,55032,0.000563308620439017
30610,"Pakistan",2,55032,0.0000363424916412269
30610,"Qatar",14,55032,0.000254397441488588
30610,"Russia",2,55032,0.0000363424916412269
30610,"Saudi Arabia",40,55032,0.000726849832824538
30610,"Singapore",5,55032,0.0000908562291030673
30610,"South Korea",8,55032,0.000145369966564908
30610,"Sri Lanka",14,55032,0.000254397441488588
30610,"United Arab Emirates",43,55032,0.000781363570286379
30610,"United Kingdom",37,55032,0.000672336095362698
30610,"United States",68,55032,0.00123564471580172
30611,"Australia",3,22697,0.000132176058509935
30611,"Bangladesh",2,22697,0.0000881173723399568
30611,"Germany",4,22697,0.000176234744679914
30611,"Hong Kong SAR China",4,22697,0.000176234744679914
30611,"Kuwait",1,22697,0.0000440586861699784
30611,"Maldives",1,22697,0.0000440586861699784
30611,"Others",1,22697,0.0000440586861699784
30611,"Qatar",9,22697,0.000396528175529806
30611,"Russia",3,22697,0.000132176058509935
30611,"Saudi Arabia",5,22697,0.000220293430849892
30611,"United Arab Emirates",6,22697,0.00026435211701987
30611,"United Kingdom",9,22697,0.000396528175529806
30611,"United States",7,22697,0.000308410803189849
30701,"Australia",1,48465,0.0000206334468172908
30701,"Bahrain",3,48465,0.0000619003404518725
30701,"Bangladesh",1,48465,0.0000206334468172908
30701,"China",1,48465,0.0000206334468172908
30701,"France",1,48465,0.0000206334468172908
30701,"Germany",6,48465,0.000123800680903745
30701,"Japan",8,48465,0.000165067574538327
30701,"Kuwait",3,48465,0.0000619003404518725
30701,"Malaysia",6,48465,0.000123800680903745
30701,"Maldives",2,48465,0.0000412668936345817
30701,"Others",15,48465,0.000309501702259362
30701,"Qatar",22,48465,0.000453935829980398
30701,"Saudi Arabia",64,48465,0.00132054059630661
30701,"South Korea",1,48465,0.0000206334468172908
30701,"Sri Lanka",1,48465,0.0000206334468172908
30701,"United Arab Emirates",31,48465,0.000639636851336016
30701,"United Kingdom",6,48465,0.000123800680903745
30701,"United States",21,48465,0.000433302383163107
30702,"Australia",6,72543,0.000082709565361234
30702,"Bangladesh",1,72543,0.0000137849275602057
30702,"China",6,72543,0.000082709565361234
30702,"France",1,72543,0.0000137849275602057
30702,"Germany",10,72543,0.000137849275602057
30702,"Hong Kong SAR China",1,72543,0.0000137849275602057
30702,"Japan",18,72543,0.000248128696083702
30702,"Kuwait",2,72543,0.0000275698551204113
30702,"Malaysia",5,72543,0.0000689246378010284
30702,"Maldives",2,72543,0.0000275698551204113
30702,"Others",11,72543,0.000151634203162262
30702,"Pakistan",1,72543,0.0000137849275602057
30702,"Qatar",7,72543,0.0000964944929214397
30702,"Russia",9,72543,0.000124064348041851
30702,"Saudi Arabia",39,72543,0.000537612174848021
30702,"Singapore",2,72543,0.0000275698551204113
30702,"South Korea",2,72543,0.0000275698551204113
30702,"United Arab Emirates",11,72543,0.000151634203162262
30702,"United Kingdom",7,72543,0.0000964944929214397
30702,"United States",40,72543,0.000551397102408227
30703,"Australia",9,47751,0.000188477728215116
30703,"Bahrain",2,47751,0.0000418839396033591
30703,"Bangladesh",8,47751,0.000167535758413436
30703,"China",3,47751,0.0000628259094050386
30703,"Germany",2,47751,0.0000418839396033591
30703,"Hong Kong SAR China",2,47751,0.0000418839396033591
30703,"Japan",12,47751,0.000251303637620155
30703,"Kuwait",5,47751,0.000104709849008398
30703,"Malaysia",1,47751,0.0000209419698016795
30703,"Others",13,47751,0.000272245607421834
30703,"Pakistan",1,47751,0.0000209419698016795
30703,"Qatar",5,47751,0.000104709849008398
30703,"Russia",3,47751,0.0000628259094050386
30703,"Saudi Arabia",22,47751,0.00046072333563695
30703,"Singapore",2,47751,0.0000418839396033591
30703,"South Korea",8,47751,0.000167535758413436
30703,"Sri Lanka",2,47751,0.0000418839396033591
30703,"United Arab Emirates",16,47751,0.000335071516826873
30703,"United Kingdom",17,47751,0.000356013486628552
30703,"United States",36,47751,0.000753910912860464
30704,"Australia",14,55744,0.000251148105625718
30704,"Bhutan",2,55744,0.0000358783008036739
30704,"China",1,55744,0.000017939150401837
30704,"France",1,55744,0.000017939150401837
30704,"Germany",5,55744,0.0000896957520091849
30704,"Hong Kong SAR China",7,55744,0.000125574052812859
30704,"Japan",17,55744,0.000304965556831228
30704,"Kuwait",3,55744,0.0000538174512055109
30704,"Malaysia",12,55744,0.000215269804822044
30704,"Maldives",3,55744,0.0000538174512055109
30704,"Others",21,55744,0.000376722158438576
30704,"Pakistan",1,55744,0.000017939150401837
30704,"Qatar",21,55744,0.000376722158438576
30704,"Russia",1,55744,0.000017939150401837
30704,"Saudi Arabia",43,55744,0.00077138346727899
30704,"Singapore",1,55744,0.000017939150401837
30704,"South Korea",5,55744,0.0000896957520091849
30704,"United Arab Emirates",16,55744,0.000287026406429392
30704,"United Kingdom",12,55744,0.000215269804822044
30704,"United States",28,55744,0.000502296211251435
30801,"Australia",8,35802,0.000223451203843361
30801,"Bahrain",2,35802,0.0000558628009608402
30801,"Bangladesh",1,35802,0.0000279314004804201
30801,"Bhutan",4,35802,0.00011172560192168
30801,"China",3,35802,0.0000837942014412603
30801,"Germany",6,35802,0.000167588402882521
30801,"Hong Kong SAR China",4,35802,0.00011172560192168
30801,"Japan",13,35802,0.000363108206245461
30801,"Kuwait",6,35802,0.000167588402882521
30801,"Malaysia",8,35802,0.000223451203843361
30801,"Maldives",3,35802,0.0000837942014412603
30801,"Others",29,35802,0.000810010613932183
30801,"Pakistan",2,35802,0.0000558628009608402
30801,"Qatar",30,35802,0.000837942014412603
30801,"Russia",1,35802,0.0000279314004804201
30801,"Saudi Arabia",297,35802,0.00829562594268477
30801,"Singapore",11,35802,0.000307245405284621
30801,"South Korea",5,35802,0.0001396570024021
30801,"United Arab Emirates",24,35802,0.000670353611530082
30801,"United Kingdom",13,35802,0.000363108206245461
30801,"United States",16,35802,0.000446902407686721
30802,"Australia",211,200020,0.00105489451054895
30802,"Bahrain",24,200020,0.00011998800119988
30802,"Bangladesh",41,200020,0.000204979502049795
30802,"Bhutan",1,200020,0.000004999500049995
30802,"China",184,200020,0.00091990800919908
30802,"France",14,200020,0.00006999300069993
30802,"Germany",50,200020,0.00024997500249975
30802,"Hong Kong SAR China",350,200020,0.00174982501749825
30802,"Japan",215,200020,0.00107489251074893
30802,"Kuwait",25,200020,0.000124987501249875
30802,"Malaysia",31,200020,0.000154984501549845
30802,"Maldives",6,200020,0.00002999700029997
30802,"Others",416,200020,0.00207979202079792
30802,"Pakistan",20,200020,0.0000999900009999
30802,"Qatar",71,200020,0.000354964503549645
30802,"Russia",25,200020,0.000124987501249875
30802,"Saudi Arabia",286,200020,0.00142985701429857
30802,"Singapore",72,200020,0.00035996400359964
30802,"South Korea",54,200020,0.00026997300269973
30802,"Sri Lanka",18,200020,0.00008999100089991
30802,"United Arab Emirates",147,200020,0.000734926507349265
30802,"United Kingdom",388,200020,0.00193980601939806
30802,"United States",867,200020,0.00433456654334567
30803,"Australia",2,66240,0.0000301932367149758
30803,"Bahrain",7,66240,0.000105676328502415
30803,"Bangladesh",1,66240,0.0000150966183574879
30803,"China",7,66240,0.000105676328502415
30803,"France",3,66240,0.0000452898550724638
30803,"Germany",4,66240,0.0000603864734299517
30803,"Hong Kong SAR China",9,66240,0.000135869565217391
30803,"Japan",17,66240,0.000256642512077295
30803,"Kuwait",6,66240,0.0000905797101449275
30803,"Malaysia",2,66240,0.0000301932367149758
30803,"Maldives",1,66240,0.0000150966183574879
30803,"Others",12,66240,0.000181159420289855
30803,"Pakistan",1,66240,0.0000150966183574879
30803,"Qatar",14,66240,0.000211352657004831
30803,"Russia",2,66240,0.0000301932367149758
30803,"Saudi Arabia",59,66240,0.000890700483091787
30803,"Singapore",3,66240,0.0000452898550724638
30803,"South Korea",3,66240,0.0000452898550724638
30803,"Sri Lanka",2,66240,0.0000301932367149758
30803,"United Arab Emirates",18,66240,0.000271739130434783
30803,"United Kingdom",12,66240,0.000181159420289855
30803,"United States",41,66240,0.000618961352657005
30804,"Bhutan",1,9871,0.000101306858474319
30804,"Malaysia",5,9871,0.000506534292371594
30804,"Qatar",3,9871,0.000303920575422956
30804,"Saudi Arabia",5,9871,0.000506534292371594
30804,"United Arab Emirates",5,9871,0.000506534292371594
30805,"Bhutan",1,10539,0.0000948856627763545
30805,"Others",1,10539,0.0000948856627763545
30805,"Qatar",1,10539,0.0000948856627763545
30805,"Saudi Arabia",3,10539,0.000284656988329063
30805,"United Arab Emirates",2,10539,0.000189771325552709
30805,"United States",1,10539,0.0000948856627763545
30806,"Germany",1,14155,0.0000706464146944543
30806,"Others",1,14155,0.0000706464146944543
30806,"Qatar",2,14155,0.000141292829388909
30806,"Saudi Arabia",4,14155,0.000282585658777817
30806,"United Arab Emirates",1,14155,0.0000706464146944543
30806,"United States",1,14155,0.0000706464146944543
30901,"Bahrain",1,27113,0.0000368826762069856
30901,"Bangladesh",2,27113,0.0000737653524139712
30901,"Bhutan",1,27113,0.0000368826762069856
30901,"China",1,27113,0.0000368826762069856
30901,"Germany",3,27113,0.000110648028620957
30901,"Hong Kong SAR China",1,27113,0.0000368826762069856
30901,"Japan",4,27113,0.000147530704827942
30901,"Kuwait",4,27113,0.000147530704827942
30901,"Malaysia",2,27113,0.0000737653524139712
30901,"Others",5,27113,0.000184413381034928
30901,"Pakistan",1,27113,0.0000368826762069856
30901,"Qatar",2,27113,0.0000737653524139712
30901,"Saudi Arabia",21,27113,0.000774536200346697
30901,"South Korea",2,27113,0.0000737653524139712
30901,"United Arab Emirates",13,27113,0.000479474790690813
30901,"United Kingdom",16,27113,0.000590122819311769
30901,"United States",16,27113,0.000590122819311769
30902,"Bahrain",1,22606,0.0000442360435282668
30902,"Germany",2,22606,0.0000884720870565337
30902,"Hong Kong SAR China",1,22606,0.0000442360435282668
30902,"Japan",2,22606,0.0000884720870565337
30902,"Kuwait",2,22606,0.0000884720870565337
30902,"Malaysia",4,22606,0.000176944174113067
30902,"Others",4,22606,0.000176944174113067
30902,"Qatar",6,22606,0.000265416261169601
30902,"Saudi Arabia",7,22606,0.000309652304697868
30902,"Singapore",1,22606,0.0000442360435282668
30902,"United Arab Emirates",7,22606,0.000309652304697868
30902,"United Kingdom",2,22606,0.0000884720870565337
30902,"United States",7,22606,0.000309652304697868
30903,"Bhutan",3,35854,0.0000836726725051598
30903,"China",1,35854,0.0000278908908350533
30903,"France",1,35854,0.0000278908908350533
30903,"Germany",2,35854,0.0000557817816701065
30903,"Hong Kong SAR China",5,35854,0.000139454454175266
30903,"Japan",5,35854,0.000139454454175266
30903,"Malaysia",1,35854,0.0000278908908350533
30903,"Others",7,35854,0.000195236235845373
30903,"Qatar",1,35854,0.0000278908908350533
30903,"Russia",1,35854,0.0000278908908350533
30903,"Saudi Arabia",25,35854,0.000697272270876332
30903,"Singapore",1,35854,0.0000278908908350533
30903,"United Arab Emirates",4,35854,0.000111563563340213
30903,"United Kingdom",2,35854,0.0000557817816701065
30903,"United States",6,35854,0.00016734534501032
30904,"Australia",3,44211,0.0000678564158241162
30904,"China",4,44211,0.0000904752210988216
30904,"France",1,44211,0.0000226188052747054
30904,"Germany",2,44211,0.0000452376105494108
30904,"Japan",1,44211,0.0000226188052747054
30904,"Kuwait",1,44211,0.0000226188052747054
30904,"Others",10,44211,0.000226188052747054
30904,"Qatar",2,44211,0.0000452376105494108
30904,"Russia",2,44211,0.0000452376105494108
30904,"Saudi Arabia",33,44211,0.000746420574065278
30904,"Singapore",1,44211,0.0000226188052747054
30904,"South Korea",3,44211,0.0000678564158241162
30904,"United Arab Emirates",7,44211,0.000158331636922938
30904,"United States",25,44211,0.000565470131867635
30905,"Australia",4,29982,0.000133413381362151
30905,"Bahrain",1,29982,0.0000333533453405377
30905,"China",1,29982,0.0000333533453405377
30905,"France",1,29982,0.0000333533453405377
30905,"Germany",2,29982,0.0000667066906810753
30905,"Japan",2,29982,0.0000667066906810753
30905,"Kuwait",3,29982,0.000100060036021613
30905,"Others",11,29982,0.000366886798745914
30905,"Pakistan",3,29982,0.000100060036021613
30905,"Qatar",4,29982,0.000133413381362151
30905,"Saudi Arabia",38,29982,0.00126742712294043
30905,"Singapore",3,29982,0.000100060036021613
30905,"South Korea",5,29982,0.000166766726702688
30905,"United Arab Emirates",6,29982,0.000200120072043226
30905,"United Kingdom",1,29982,0.0000333533453405377
30905,"United States",18,29982,0.000600360216129678
30906,"Bangladesh",1,37969,0.0000263372751455134
30906,"China",2,37969,0.0000526745502910269
30906,"Germany",3,37969,0.0000790118254365403
30906,"Japan",3,37969,0.0000790118254365403
30906,"Kuwait",1,37969,0.0000263372751455134
30906,"Malaysia",1,37969,0.0000263372751455134
30906,"Maldives",1,37969,0.0000263372751455134
30906,"Others",12,37969,0.000316047301746161
30906,"Qatar",8,37969,0.000210698201164108
30906,"Saudi Arabia",30,37969,0.000790118254365403
30906,"Singapore",2,37969,0.0000526745502910269
30906,"South Korea",1,37969,0.0000263372751455134
30906,"Sri Lanka",1,37969,0.0000263372751455134
30906,"United Arab Emirates",8,37969,0.000210698201164108
30906,"United Kingdom",1,37969,0.0000263372751455134
30906,"United States",8,37969,0.000210698201164108
30907,"Australia",2,26362,0.000075866777937941
30907,"Bhutan",11,26362,0.000417267278658675
30907,"China",1,26362,0.0000379333889689705
30907,"Japan",4,26362,0.000151733555875882
30907,"Kuwait",5,26362,0.000189666944844852
30907,"Malaysia",6,26362,0.000227600333813823
30907,"Others",2,26362,0.000075866777937941
30907,"Qatar",6,26362,0.000227600333813823
30907,"Saudi Arabia",24,26362,0.000910401335255292
30907,"United Arab Emirates",16,26362,0.000606934223503528
30907,"United States",6,26362,0.000227600333813823
30908,"Australia",2,32489,0.0000615592969928283
30908,"Bangladesh",1,32489,0.0000307796484964142
30908,"Bhutan",7,32489,0.000215457539474899
30908,"France",3,32489,0.0000923389454892425
30908,"Hong Kong SAR China",1,32489,0.0000307796484964142
30908,"Japan",2,32489,0.0000615592969928283
30908,"Kuwait",2,32489,0.0000615592969928283
30908,"Malaysia",1,32489,0.0000307796484964142
30908,"Others",14,32489,0.000430915078949798
30908,"Pakistan",3,32489,0.0000923389454892425
30908,"Qatar",3,32489,0.0000923389454892425
30908,"Saudi Arabia",28,32489,0.000861830157899597
30908,"Sri Lanka",1,32489,0.0000307796484964142
30908,"United Arab Emirates",11,32489,0.000338576133460556
30908,"United Kingdom",1,32489,0.0000307796484964142
30908,"United States",5,32489,0.000153898242482071
30909,"Bahrain",1,45737,0.0000218641362572972
30909,"Bangladesh",1,45737,0.0000218641362572972
30909,"Bhutan",1,45737,0.0000218641362572972
30909,"China",1,45737,0.0000218641362572972
30909,"France",7,45737,0.00015304895380108
30909,"Germany",4,45737,0.0000874565450291886
30909,"Hong Kong SAR China",2,45737,0.0000437282725145943
30909,"Japan",6,45737,0.000131184817543783
30909,"Kuwait",6,45737,0.000131184817543783
30909,"Malaysia",1,45737,0.0000218641362572972
30909,"Others",10,45737,0.000218641362572972
30909,"Qatar",4,45737,0.0000874565450291886
30909,"Russia",3,45737,0.0000655924087718915
30909,"Saudi Arabia",38,45737,0.000830837177777292
30909,"Singapore",1,45737,0.0000218641362572972
30909,"South Korea",1,45737,0.0000218641362572972
30909,"United Arab Emirates",17,45737,0.000371690316374052
30909,"United Kingdom",6,45737,0.000131184817543783
30909,"United States",6,45737,0.000131184817543783
30910,"Australia",1,18689,0.0000535074107763925
30910,"France",1,18689,0.0000535074107763925
30910,"Hong Kong SAR China",1,18689,0.0000535074107763925
30910,"Malaysia",2,18689,0.000107014821552785
30910,"Others",3,18689,0.000160522232329178
30910,"Saudi Arabia",13,18689,0.000695596340093103
30910,"South Korea",3,18689,0.000160522232329178
30910,"United Arab Emirates",5,18689,0.000267537053881963
30910,"United States",3,18689,0.000160522232329178
30911,"Bhutan",2,30180,0.0000662690523525514
30911,"China",1,30180,0.0000331345261762757
30911,"Japan",3,30180,0.000099403578528827
30911,"Kuwait",2,30180,0.0000662690523525514
30911,"Maldives",2,30180,0.0000662690523525514
30911,"Qatar",3,30180,0.000099403578528827
30911,"Saudi Arabia",30,30180,0.00099403578528827
30911,"Singapore",1,30180,0.0000331345261762757
30911,"United Arab Emirates",6,30180,0.000198807157057654
30911,"United Kingdom",1,30180,0.0000331345261762757
30911,"United States",2,30180,0.0000662690523525514
30912,"China",1,18097,0.0000552577775321877
30912,"Qatar",2,18097,0.000110515555064375
30912,"Saudi Arabia",9,18097,0.000497319997789689
30912,"United Arab Emirates",1,18097,0.0000552577775321877
30913,"Malaysia",1,14190,0.0000704721634954193
30913,"Others",1,14190,0.0000704721634954193
30913,"Saudi Arabia",3,14190,0.000211416490486258
30913,"Singapore",1,14190,0.0000704721634954193
31001,"Bahrain",4,17937,0.000223002731783464
31001,"Bhutan",4,17937,0.000223002731783464
31001,"Germany",2,17937,0.000111501365891732
31001,"Hong Kong SAR China",15,17937,0.000836260244187991
31001,"Japan",2,17937,0.000111501365891732
31001,"Kuwait",37,17937,0.00206277526899705
31001,"Malaysia",1,17937,0.0000557506829458661
31001,"Maldives",1,17937,0.0000557506829458661
31001,"Others",12,17937,0.000669008195350393
31001,"Qatar",58,17937,0.00323353961086023
31001,"Saudi Arabia",76,17937,0.00423705190388582
31001,"Singapore",7,17937,0.000390254780621063
31001,"United Arab Emirates",11,17937,0.000613257512404527
31001,"United Kingdom",4,17937,0.000223002731783464
31001,"United States",8,17937,0.000446005463566929
31002,"Australia",1,20700,0.0000483091787439614
31002,"Bahrain",3,20700,0.000144927536231884
31002,"Bangladesh",1,20700,0.0000483091787439614
31002,"Bhutan",1,20700,0.0000483091787439614
31002,"Hong Kong SAR China",2,20700,0.0000966183574879227
31002,"Kuwait",24,20700,0.00115942028985507
31002,"Malaysia",1,20700,0.0000483091787439614
31002,"Others",10,20700,0.000483091787439614
31002,"Qatar",5,20700,0.000241545893719807
31002,"Saudi Arabia",52,20700,0.00251207729468599
31002,"Singapore",2,20700,0.0000966183574879227
31002,"United Arab Emirates",17,20700,0.000821256038647343
31002,"United Kingdom",3,20700,0.000144927536231884
31002,"United States",3,20700,0.000144927536231884
31003,"Australia",1,24218,0.000041291601288298
31003,"Bhutan",2,24218,0.0000825832025765959
31003,"Hong Kong SAR China",5,24218,0.00020645800644149
31003,"Kuwait",4,24218,0.000165166405153192
31003,"Malaysia",3,24218,0.000123874803864894
31003,"Others",8,24218,0.000330332810306384
31003,"Qatar",12,24218,0.000495499215459576
31003,"Saudi Arabia",30,24218,0.00123874803864894
31003,"Singapore",7,24218,0.000289041209018086
31003,"United Arab Emirates",3,24218,0.000123874803864894
31003,"United Kingdom",5,24218,0.00020645800644149
31004,"Bahrain",5,30163,0.000165766004707755
31004,"Bhutan",3,30163,0.0000994596028246527
31004,"France",1,30163,0.0000331532009415509
31004,"Germany",1,30163,0.0000331532009415509
31004,"Kuwait",3,30163,0.0000994596028246527
31004,"Malaysia",2,30163,0.0000663064018831018
31004,"Maldives",1,30163,0.0000331532009415509
31004,"Others",3,30163,0.0000994596028246527
31004,"Qatar",19,30163,0.000629910817889467
31004,"Russia",3,30163,0.0000994596028246527
31004,"Saudi Arabia",47,30163,0.00155820044425289
31004,"Singapore",5,30163,0.000165766004707755
31004,"South Korea",1,30163,0.0000331532009415509
31004,"United Arab Emirates",9,30163,0.000298378808473958
31004,"United Kingdom",1,30163,0.0000331532009415509
31004,"United States",4,30163,0.000132612803766204
31005,"Bahrain",1,45048,0.0000221985437755283
31005,"Bhutan",9,45048,0.000199786893979755
31005,"China",1,45048,0.0000221985437755283
31005,"Hong Kong SAR China",1,45048,0.0000221985437755283
31005,"Japan",1,45048,0.0000221985437755283
31005,"Kuwait",3,45048,0.000066595631326585
31005,"Malaysia",3,45048,0.000066595631326585
31005,"Others",3,45048,0.000066595631326585
31005,"Qatar",10,45048,0.000221985437755283
31005,"Saudi Arabia",30,45048,0.00066595631326585
31005,"United Arab Emirates",8,45048,0.000177588350204227
31005,"United Kingdom",2,45048,0.0000443970875510567
31005,"United States",1,45048,0.0000221985437755283
31006,"Bahrain",3,27343,0.000109717295102951
31006,"China",2,27343,0.0000731448634019676
31006,"France",2,27343,0.0000731448634019676
31006,"Germany",1,27343,0.0000365724317009838
31006,"Kuwait",2,27343,0.0000731448634019676
31006,"Others",5,27343,0.000182862158504919
31006,"Qatar",7,27343,0.000256007021906887
31006,"Saudi Arabia",18,27343,0.000658303770617708
31006,"United Arab Emirates",17,27343,0.000621731338916725
31006,"United Kingdom",1,27343,0.0000365724317009838
31007,"Bangladesh",1,25132,0.0000397899092790068
31007,"Bhutan",9,25132,0.000358109183511062
31007,"China",2,25132,0.0000795798185580137
31007,"Kuwait",3,25132,0.000119369727837021
31007,"Malaysia",1,25132,0.0000397899092790068
31007,"Others",3,25132,0.000119369727837021
31007,"Qatar",1,25132,0.0000397899092790068
31007,"Russia",3,25132,0.000119369727837021
31007,"Saudi Arabia",29,25132,0.0011539073690912
31007,"Singapore",1,25132,0.0000397899092790068
31007,"Sri Lanka",3,25132,0.000119369727837021
31007,"United Arab Emirates",3,25132,0.000119369727837021
31007,"United Kingdom",1,25132,0.0000397899092790068
31007,"United States",1,25132,0.0000397899092790068
31008,"Bangladesh",1,21283,0.0000469858572569657
31008,"Bhutan",2,21283,0.0000939717145139313
31008,"Japan",1,21283,0.0000469858572569657
31008,"Malaysia",1,21283,0.0000469858572569657
31008,"Others",6,21283,0.000281915143541794
31008,"Saudi Arabia",9,21283,0.000422872715312691
31008,"United Arab Emirates",7,21283,0.00032890100079876
31008,"United Kingdom",1,21283,0.0000469858572569657
31101,"Australia",1,59545,0.0000167940213284071
31101,"Bahrain",2,59545,0.0000335880426568142
31101,"Bangladesh",1,59545,0.0000167940213284071
31101,"Bhutan",13,59545,0.000218322277269292
31101,"China",1,59545,0.0000167940213284071
31101,"Hong Kong SAR China",1,59545,0.0000167940213284071
31101,"Kuwait",1,59545,0.0000167940213284071
31101,"Malaysia",5,59545,0.0000839701066420354
31101,"Maldives",1,59545,0.0000167940213284071
31101,"Others",8,59545,0.000134352170627257
31101,"Pakistan",2,59545,0.0000335880426568142
31101,"Qatar",22,59545,0.000369468469224956
31101,"Saudi Arabia",41,59545,0.000688554874464691
31101,"Singapore",4,59545,0.0000671760853136283
31101,"United Arab Emirates",16,59545,0.000268704341254513
31101,"United States",1,59545,0.0000167940213284071
31102,"Bangladesh",1,16788,0.0000595663569216107
31102,"China",1,16788,0.0000595663569216107
31102,"Others",1,16788,0.0000595663569216107
31102,"Pakistan",1,16788,0.0000595663569216107
31102,"Qatar",2,16788,0.000119132713843221
31102,"Saudi Arabia",12,16788,0.000714796283059328
31103,"Australia",1,34801,0.0000287348064710784
31103,"Bangladesh",1,34801,0.0000287348064710784
31103,"Bhutan",1,34801,0.0000287348064710784
31103,"China",1,34801,0.0000287348064710784
31103,"Kuwait",6,34801,0.000172408838826471
31103,"Others",2,34801,0.0000574696129421568
31103,"Qatar",8,34801,0.000229878451768627
31103,"Saudi Arabia",43,34801,0.00123559667825637
31103,"South Korea",1,34801,0.0000287348064710784
31103,"United Arab Emirates",5,34801,0.000143674032355392
31104,"Bangladesh",1,19184,0.0000521267723102585
31104,"Malaysia",1,19184,0.0000521267723102585
31104,"Others",1,19184,0.0000521267723102585
31104,"Pakistan",1,19184,0.0000521267723102585
31104,"Saudi Arabia",1,19184,0.0000521267723102585
31105,"Australia",9,58485,0.000153885611695306
31105,"Bangladesh",2,58485,0.000034196802598957
31105,"Bhutan",2,58485,0.000034196802598957
31105,"China",2,58485,0.000034196802598957
31105,"Hong Kong SAR China",2,58485,0.000034196802598957
31105,"Kuwait",2,58485,0.000034196802598957
31105,"Others",7,58485,0.000119688809096349
31105,"Qatar",15,58485,0.000256476019492177
31105,"Saudi Arabia",50,58485,0.000854920064973925
31105,"Singapore",2,58485,0.000034196802598957
31105,"South Korea",2,58485,0.000034196802598957
31105,"United Arab Emirates",7,58485,0.000119688809096349
31105,"United Kingdom",2,58485,0.000034196802598957
31105,"United States",4,58485,0.000068393605197914
31106,"Japan",1,23035,0.0000434121988278706
31106,"Others",2,23035,0.0000868243976557413
31106,"Qatar",3,23035,0.000130236596483612
31106,"Saudi Arabia",22,23035,0.000955068374213154
31106,"United Arab Emirates",3,23035,0.000130236596483612
31106,"United Kingdom",1,23035,0.0000434121988278706
31107,"Bahrain",1,13781,0.000072563674624483
31107,"Hong Kong SAR China",5,13781,0.000362818373122415
31107,"Kuwait",2,13781,0.000145127349248966
31107,"Malaysia",2,13781,0.000145127349248966
31107,"Maldives",1,13781,0.000072563674624483
31107,"Others",1,13781,0.000072563674624483
31107,"Qatar",32,13781,0.00232203758798346
31107,"Saudi Arabia",117,13781,0.00848994993106451
31107,"United Arab Emirates",19,13781,0.00137870981786518
31108,"Malaysia",2,25108,0.0000796558865700175
31108,"Maldives",1,25108,0.0000398279432850088
31108,"Others",2,25108,0.0000796558865700175
31108,"Qatar",4,25108,0.000159311773140035
31108,"Saudi Arabia",23,25108,0.000916042695555201
31108,"United Arab Emirates",2,25108,0.0000796558865700175
31109,"Hong Kong SAR China",1,26214,0.0000381475547417411
31109,"Others",1,26214,0.0000381475547417411
31109,"Qatar",4,26214,0.000152590218966964
31109,"Saudi Arabia",3,26214,0.000114442664225223
31109,"United Arab Emirates",2,26214,0.0000762951094834821
31201,"Bahrain",1,15325,0.000065252854812398
31201,"Bhutan",3,15325,0.000195758564437194
31201,"Hong Kong SAR China",1,15325,0.000065252854812398
31201,"Japan",1,15325,0.000065252854812398
31201,"Maldives",1,15325,0.000065252854812398
31201,"Qatar",3,15325,0.000195758564437194
31201,"Saudi Arabia",16,15325,0.00104404567699837
31201,"United Arab Emirates",3,15325,0.000195758564437194
31201,"United Kingdom",1,15325,0.000065252854812398
31201,"United States",4,15325,0.000261011419249592
31202,"Australia",1,42230,0.0000236798484489699
31202,"Bahrain",4,42230,0.0000947193937958797
31202,"Bhutan",1,42230,0.0000236798484489699
31202,"China",1,42230,0.0000236798484489699
31202,"Germany",1,42230,0.0000236798484489699
31202,"Hong Kong SAR China",4,42230,0.0000947193937958797
31202,"Japan",1,42230,0.0000236798484489699
31202,"Kuwait",2,42230,0.0000473596968979399
31202,"Malaysia",4,42230,0.0000947193937958797
31202,"Others",1,42230,0.0000236798484489699
31202,"Qatar",8,42230,0.000189438787591759
31202,"Saudi Arabia",19,42230,0.000449917120530429
